"plotID","species1","species2","species3","species4","species5","species6","species7","species8","species9","species10","assoc1","assoc2","assoc3","assoc4","assoc5","assoc6","assoc7","assoc8","assoc9","assoc10","plotNum"
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter","CIAN","litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"CIAN","litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"CHSE","CHSE","litter","rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter","wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"RIRO","litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"QUKE_sap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"CADE","litter",NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood","litter",NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"CADE","CADE","CADE","litter",NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"CADE","litter",NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"CADE_DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood","litter",NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"CADE_DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO_sap","PILA_sap","SILE",11
11,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO","PILA_sap","SILE",11
11,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARPA","SEAR","SYMO","lilium","VILO","PHHA","HIAL","ABCO","PILA_sap","SILE",11
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"CADE_mature","wood",NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"wood","litter",NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter","rock",NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"wood","litter",NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
12,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTAQ","CEIN","grass_1","GATR","GOOB",NA,NA,NA,NA,NA,12
