"plotID","plot_type","treeNum","DBH_cm","slope","pitchTubes","exitHoles","activeBranchCanker","inactiveBranchCanker","activeBoleCanker","inactiveBoleCanker","notes","plot_elevation_ft","trans_length","width","percentLive","ribes_50m","ribes_100m","ribes_150m","ribes_200m","plotNum"
11,"random",6,6.4,1.6,"N","N",0,0,0,0,"mech",6197,100,NA,97,"RIRO","RIRO",NA,NA,11
11,"random",7,7.1,1.6,"N","N",0,0,0,0,"needle mining, winter flecking",6197,100,NA,98,"RIRO","RIRO",NA,NA,11
11,"random",8,44.4,1.6,"N","Y",0,0,0,0,"mech, new leader",6197,100,NA,97,"RIRO","RIRO",NA,NA,11
11,"random",9,114.7,1.6,"N","N",0,0,0,0,"D? cones, low canopy flagets (supp)",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",10,53.4,1.6,"N","N",0,0,0,0,"D?, cones, healthy",6197,100,NA,98,"RIRO","RIRO",NA,NA,11
11,"random",11,53.5,1.6,"N","N",0,0,0,0,"D?, cones, healthy",6197,100,NA,98,"RIRO","RIRO",NA,NA,11
11,"random",12,110.9,1.6,"N","N",0,0,0,0,"D?, cones, healthy",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",13,68.6,1.6,"N","N",0,0,0,0,"mech",6197,100,NA,0,"RIRO","RIRO",NA,NA,11
11,"random",14,0,1.6,"N","N",0,0,0,0,"needle mining, winter flecking, mech",6197,100,NA,98,"RIRO","RIRO",NA,NA,11
11,"random",15,19.1,1.6,"N","Y",0,0,0,0,"mech, flag, one side no canopy due to fallen tree",6197,100,NA,80,"RIRO","RIRO",NA,NA,11
11,"random",16,23.9,1.6,"N","N",0,0,0,0,"new leader",6197,100,NA,97,"RIRO","RIRO",NA,NA,11
11,"random",17,43,1.6,"N","N",0,0,0,0,NA,6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",18,49.8,1.6,"N","N",0,0,0,0,"wood borers, cones",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",19,92.2,1.6,"N","N",0,0,0,0,NA,6197,100,NA,98,"RIRO","RIRO",NA,NA,11
11,"random",20,74.1,1.6,"N","N",0,0,0,0,"cones",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",21,81.4,1.6,"N","N",0,0,0,0,"cones",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",22,54.2,1.6,"N","N",0,0,0,0,"cones, mech",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",23,67.2,1.6,"N","N",0,0,0,0,"pale yellow pitch in dots <1.5m, cones, slight pitch high but source not notable",6197,100,NA,97,"RIRO","RIRO",NA,NA,11
11,"random",24,84.4,1.6,"N","N",0,0,0,0,"cones",6197,100,NA,98,"RIRO","RIRO",NA,NA,11
11,"random",25,44.8,1.6,"N","N",0,0,0,0,"new leader",6197,100,NA,90,"RIRO","RIRO",NA,NA,11
11,"random",26,83.2,1.6,"N","N",0,0,0,0,"cones",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",27,80.6,1.6,"N","N",0,0,0,0,"bend 6m up, cones",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",28,69,1.6,"N","N",0,0,0,0,"cones",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",29,32,1.6,"N","N",0,0,0,0,"mech with pitch, lower clear pitch (likely growth)",6197,100,NA,100,"RIRO","RIRO",NA,NA,11
11,"random",30,54.6,1.6,"N","N",1,0,0,0,"sunken bole, streaming pitch, bark sloughing, ribes near, dead branches, top 90% canopy is healthy; symptoms in lower 10%",6197,100,NA,97,"RIRO","RIRO",NA,NA,11
11,"random",31,40.5,1.6,"N","N",0,0,0,0,"cones",6197,100,NA,99,"RIRO","RIRO",NA,NA,11
11,"random",32,29.5,1.6,"N","N",0,0,0,0,"pitch at bottom, likely growth",6197,100,NA,98,"RIRO","RIRO",NA,NA,11
11,"random",33,35.9,1.6,"N","N",0,1,1,0,"yellow streaming pitch in mid bole, ribes near",6197,100,NA,98,"RIRO","RIRO",NA,NA,11
12,"random",1,0,16,"N","N",0,0,0,0,"needle miner, lots of cobwebs, next to CADE",6407,150,50,96,"N","N","N","N",12
12,"random",2,0,16,"N","N",0,0,0,0,"old DTOP",6407,150,50,96,"N","N","N","N",12
12,"random",3,4.4,16,"N","N",0,0,0,0,"needle miner",6407,150,50,98,"N","N","N","N",12
12,"random",4,0,16,"N","N",0,0,0,0,"needle miner, crook",6407,150,50,96,"N","N","N","N",12
12,"random",5,1.2,16,"N","N",0,0,0,0,"needle miner, suppressed",6407,150,50,95,"N","N","N","N",12
12,"random",6,0.4,16,"N","N",0,0,0,0,"needle miner, old MECH",6407,150,50,97,"N","N","N","N",12
12,"random",7,1.3,16,"N","N",0,0,0,0,"needle miner",6407,150,50,98,"N","N","N","N",12
12,"random",8,1,16,"N","N",0,0,0,0,"needle miner, cobwebs",6407,150,50,98,"N","N","N","N",12
12,"random",9,19.2,16,"N","N",0,0,0,0,"flag sus but no clear swelling and pitching, mid lower bole has lichen",6407,150,50,88,"N","N","N","N",12
12,"random",10,0.5,16,"N","N",0,0,0,0,"growing around tree 11",6407,150,50,96,"N","N","N","N",12
12,"random",11,15.5,16,"N","N",0,0,0,0,"growing with tree 10",6407,150,50,98,"N","N","N","N",12
12,"random",12,2.2,16,"N","N",0,0,0,0,"needle miner, growing near CADE",6407,150,50,95,"N","N","N","N",12
12,"random",13,5.5,16,"N","N",0,0,0,0,"suppressed",6407,150,50,96,"N","N","N","N",12
12,"random",14,5.9,16,"N","N",0,0,0,0,NA,6407,150,50,96,"N","N","N","N",12
12,"random",15,13.1,16,"N","N",0,0,0,0,"reason for flagging unclear, lots of cobwebs",6407,150,50,93,"N","N","N","N",12
12,"random",16,6.8,16,"N","N",0,0,0,0,"lots of cobwebs",6407,150,50,97,"N","N","N","N",12
12,"random",17,0.5,16,"N","N",0,0,0,0,"sooty looking lichen/mold, scale, needle miner, cobwebs",6407,150,50,95,"N","N","N","N",12
12,"random",18,0,16,"N","N",0,0,0,0,"needle miner, cobwebs",6407,150,50,96,"N","N","N","N",12
12,"random",19,0,16,"N","N",0,0,0,0,"needle miner, cobwebs, rooted next to 0.8m seedling",6407,150,50,96,"N","N","N","N",12
12,"random",20,59.8,16,"N","N",0,0,0,0,"1 flag has wilted end but doesn't really look like white pine blister rust",6407,150,50,94,"N","N","N","N",12
12,"random",21,9,16,"N","N",0,0,0,0,"yellowing, winter flecking, next to CADE",6407,150,50,95,"N","N","N","N",12
12,"random",22,6.8,16,"N","N",0,0,0,0,"needle miner, sooty black mold",6407,150,50,98,"N","N","N","N",12
12,"random",23,4.4,16,"N","N",0,0,0,0,"needle miner, suppressed, 1 sus old branch",6407,150,50,96,"N","N","N","N",12
12,"random",24,8.5,16,"N","N",0,0,0,0,"new leader, 40% canopy remaining, needle miner, winter flecking",6407,150,50,96,"N","N","N","N",12
12,"random",25,23.3,16,"N","N",0,0,0,0,NA,6407,150,50,97,"N","N","N","N",12
12,"random",26,2,16,"N","N",0,0,0,0,"winter flecking, sparse, suppressed",6407,150,50,95,"N","N","N","N",12
12,"random",27,1.8,16,"N","N",0,0,0,0,"cobwebs",6407,150,50,93,"N","N","N","N",12
12,"random",28,9.8,16,"N","N",0,0,0,0,"needle miner",6407,150,50,96,"N","N","N","N",12
12,"random",29,7.2,16,"N","N",0,0,0,0,NA,6407,150,50,97,"N","N","N","N",12
12,"random",30,9.1,16,"N","N",0,0,0,0,"0.1 further out, 2 further to side than tree 29",6407,150,50,97,"N","N","N","N",12
12,"random",31,16.4,16,"N","N",0,0,0,0,"a few flaglets, 1m further to side, same dOut as tree 29",6407,150,50,96,"N","N","N","N",12
12,"random",32,5,16,"N","N",1,0,0,0,"pitching, swollen, peeling branch canker",6407,150,50,95,"N","N","N","N",12
12,"random",33,3.4,16,"N","N",0,0,0,0,"rooted 0.1 further to side than tree 32, flaglet",6407,150,50,96,"N","N","N","N",12
12,"random",34,0,16,"N","N",0,0,0,0,"new leader",6407,150,50,92,"N","N","N","N",12
12,"random",35,6.1,16,"N","N",0,0,0,0,NA,6407,150,50,95,"N","N","N","N",12
12,"random",36,0,16,"N","N",0,0,0,0,"needle miner",6407,150,50,98,"N","N","N","N",12
12,"random",37,5.1,16,"N","N",0,0,0,0,"needle miner",6407,150,50,97,"N","N","N","N",12
12,"random",38,19.7,16,"N","N",0,0,0,0,"too old to fully assess for beetles",6407,150,50,0,"N","N","N","N",12
12,"random",39,12.7,16,"N","N",0,0,0,0,"sparse, sooty black mold",6407,150,50,90,"N","N","N","N",12
12,"random",40,1.9,16,"N","N",0,0,0,0,"very sparse",6407,150,50,90,"N","N","N","N",12
13,"random",1,71.2,20,"DEVA","DEVA",0,0,0,0,"cones, bird, wood borers, scorch, looks skinny",5952,170,50,84,"N","N","RIRO","RIRO",13
13,"random",2,116,20,"DEVA","N",0,0,0,0,"pitching from fire scar, wood borers, bird, scorch, fresh PTs, cones, moss",5952,170,50,81,"N","N","RIRO","RIRO",13
13,"random",3,135.7,20,"DEVA","N",0,0,0,0,"pitching from fire scar, cones, fresh pitch",5952,170,50,90,"N","N","RIRO","RIRO",13
13,"random",4,90.2,20,"DEPO","N",0,0,0,0,"scorch, 2 sus branches that could be scorch, wood peckers, pitch from fire scar",5952,170,50,90,"N","N","RIRO","RIRO",13
13,"random",5,96.5,20,"N","N",0,0,0,0,"grown scorch, cones (few), woodpeckers, pitching from firescar, crypto",5952,170,50,86,"N","N","RIRO","RIRO",13
13,"random",6,141.8,20,"DEPO","N",0,0,0,0,"cones, pitch from firescar",5952,170,50,97,"N","N","RIRO","RIRO",13
13,"random",7,72.5,20,"N","N",0,0,0,0,"scorch, supp (into next tree over), crypto, woodpeckers, no pitch in firescara",5952,170,50,89,"N","N","RIRO","RIRO",13
13,"random",8,117.2,20,"DEVA","N",0,0,0,0,"woodpeckers, crown scorch, cones, pitch from fire scar",5952,170,50,94,"N","N","RIRO","RIRO",13
13,"random",9,164.9,20,"DEVA","N",0,0,0,0,"cones, scorch, 2 sus old branches, crypto, wood peckers",5952,170,50,93,"N","N","RIRO","RIRO",13
13,"random",10,108.6,20,"N","N",0,0,0,0,"too old to assess, lean,",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",11,109.9,20,"N","N",0,0,0,0,"crpyto, too burned and aold to assess, broke",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",12,136.7,20,"N","N",0,0,0,0,"too old and burned to assess",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",13,65.6,20,"N","DEPO",0,0,0,0,"crypto, scorch",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",14,75.3,20,"DEVA","N",0,0,0,0,"wood peckers, pitch from fire scar, cones",5952,170,50,89,"N","N","RIRO","RIRO",13
13,"random",15,99.5,20,"DEVA","N",0,0,0,0,"crpyto, wood peckers, multiple leaders",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",16,71.8,20,"DEVA","N",0,0,0,0,"crypto, wood peckers, cones",5952,170,50,80,"N","N","RIRO","RIRO",13
13,"random",17,114.5,20,"N","N",0,0,0,0,"woodpeckers, crown scorch, cones, pitch from fire scar",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",18,62.5,20,"N","N",0,0,0,0,"crypto, woodpeckers, whole tree yellowing a little",5952,170,50,78,"N","N","RIRO","RIRO",13
13,"random",19,32,20,"N","N",0,0,0,0,NA,5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",20,78.9,20,"N","N",0,0,0,0,"scorch, lots of wood peckers",5952,170,50,93,"N","N","RIRO","RIRO",13
13,"random",21,63.1,20,"DEVA","N",0,0,0,0,"pitch from fire scar, scorch, crypto, wood peckers",5952,170,50,90,"N","N","RIRO","RIRO",13
13,"random",22,134.2,20,"DEVA","DEVA",0,0,0,0,"lower fire scar, crypto, old multiple leaders",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",23,78.5,20,"DEVA","N",0,0,0,0,"scorch, cones",5952,170,50,40,"N","N","RIRO","RIRO",13
13,"random",24,17.7,20,"N","N",0,0,0,0,"burned up",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",25,156.7,20,"DEVA","N",0,0,0,0,"cones, brooming--mist?",5952,170,50,96,"N","N","RIRO","RIRO",13
13,"random",26,90.5,20,"DEVA","N",0,0,0,0,"multiple leaders, old dead branches at top, a bit of small flies, no cones",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",27,103.9,20,"DEVA_DEPO","N",0,0,0,0,"no cones, multiple leaders",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",28,117.5,20,"N","N",0,0,0,0,"cones, a few sus branch tips, but maybe ipps beetle",5952,170,50,95,"N","N","RIRO","RIRO",13
13,"random",29,122.5,20,"N","N",0,0,0,0,"cones, brooming--mist?, a little scorch",5952,170,50,93,"N","N","RIRO","RIRO",13
13,"random",30,115.9,20,"N","N",0,0,0,0,"burned stump",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",31,127.9,20,"N","N",0,0,0,0,"cones, possible ipps--branch tip death",5952,170,50,95,"N","N","RIRO","RIRO",13
13,"random",32,102.8,20,"N","N",0,0,0,0,"cones",5952,170,50,88,"N","N","RIRO","RIRO",13
13,"random",33,92.4,20,"DEVA","N",0,0,0,0,"wood pecker, crypto, poss DEPO PT, cones",5952,170,50,84,"N","N","RIRO","RIRO",13
13,"random",34,100.7,20,"DEVA","N",0,0,0,0,"crypto, poss DEPO PT, cones, brooming",5952,170,50,82,"N","N","RIRO","RIRO",13
13,"random",35,124.5,20,"DEVA","N",0,0,0,0,"crooked, split at top",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",36,57.2,20,"N","N",0,0,0,0,"scraggly top, cones, brooming",5952,170,50,90,"N","N","RIRO","RIRO",13
13,"random",37,65.4,20,"DEPO","N",0,0,0,0,"crooked w/ lots of branch at top, brooming, mist?",5952,170,50,0,"N","N","RIRO","RIRO",13
13,"random",38,175.9,20,"DEVA","N",0,0,0,0,"flag may be mist, hollow fire scar",5952,170,50,97,"N","N","RIRO","RIRO",13
13,"random",39,103,20,"DEVA","N",0,0,0,0,"woodpecker holes, crypto",5952,170,50,97,"N","N","RIRO","RIRO",13
13,"random",40,122.9,20,"DEVA","N",0,0,0,0,"cones, scorch, 2 sus old branches, crypto, wood peckers",5952,170,50,90,"N","N","RIRO","RIRO",13
13,"random",41,145.3,20,"N","N",0,0,0,0,"cones, woodpecker,scorcjh",5952,170,50,91,"N","N","RIRO","RIRO",13
14,"highseverity",1,0.7,16.3,"N","N",0,0,0,0,"brown needles",5531,50,15,99,"RIRO",NA,NA,NA,14
14,"highseverity",2,58.3,16.3,"N","N",0,0,0,0,"Btop, SD, wood borers",5531,50,15,0,"RIRO",NA,NA,NA,14
14,"highseverity",3,54.9,16.3,"N","N",0,0,0,0,"SD, Btop, wood borers, FS",5531,50,15,0,"RIRO",NA,NA,NA,14
14,"highseverity",4,99.8,16.3,"N","N",0,0,0,0,"SD, Btop, wood borers, FS",5531,50,15,0,"RIRO",NA,NA,NA,14
14,"highseverity",5,86.2,16.3,"N","N",0,0,0,0,"SD, Btop, wood borers, FS, D moth, weevil",5531,50,15,0,"RIRO",NA,NA,NA,14
15,"highseverity",1,NA,20.6,NA,NA,0,0,0,0,"flaglets - minor",5809,106.7,55.6,95,"RIRO",NA,NA,NA,15
15,"highseverity",2,NA,20.6,NA,NA,0,0,0,0,"flaglets - lots",5809,106.7,55.6,92,"RIRO",NA,NA,NA,15
15,"highseverity",3,72.8,20.6,"N","N",0,0,0,0,"SD, FS, broken top",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",4,64.7,20.6,"N","N",0,0,0,0,"SD, FS, broken top",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",5,89.3,20.6,"N","N",0,0,0,0,"SD, FS, broken top",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",6,101.9,20.6,"N","N",0,0,0,0,"WP, SD, FS, WB",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",7,0,20.6,"N","N",0,0,0,0,"brown needles",5809,106.7,55.6,99,"RIRO",NA,NA,NA,15
15,"highseverity",8,0,20.6,"N","N",0,0,0,0,"mech (a lot), WF, NM",5809,106.7,55.6,98,"RIRO",NA,NA,NA,15
15,"highseverity",9,98.4,20.6,"N","N",0,0,0,0,"SD, FS",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",10,1.5,20.6,"N","N",0,0,0,0,"2 leaders, 1 is taller, mech, NM, WF",5809,106.7,55.6,98,"RIRO",NA,NA,NA,15
15,"highseverity",11,0,20.6,"N","N",0,0,0,0,"WF, NM",5809,106.7,55.6,97,"RIRO",NA,NA,NA,15
15,"highseverity",12,0,20.6,"N","N",0,0,0,0,"NM, WF, mech, 2 flaglets",5809,106.7,55.6,98,"RIRO",NA,NA,NA,15
15,"highseverity",13,34.7,20.6,"N","N",0,0,0,0,"SD, FS, charred",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",14,36.9,20.6,"N","N",0,0,0,0,"SD, FS",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",15,42.4,20.6,"N","N",0,0,0,0,"SD, FS",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",16,60.5,20.6,"N","N",0,0,0,0,"SD, FS, charred",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",17,50.2,20.6,"N","N",0,0,0,0,"SD, FS, broken top",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
15,"highseverity",18,72.4,20.6,"N","N",0,0,0,0,"SD, FS, broken top",5809,106.7,55.6,0,"RIRO",NA,NA,NA,15
16,"random",1,117.2,13.8,"N","N",0,0,0,0,"cones, flaglets",5876,50,NA,98,"RIRO",NA,NA,NA,16
16,"random",2,120.4,13.8,"N","N",0,0,0,0,"SD, large FS",5876,50,NA,0,"RIRO",NA,NA,NA,16
16,"random",3,81,13.8,"N","N",0,0,0,0,"cones, flaglets, pitch on FS, full canopy",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",4,0,13.8,"N","N",0,0,0,0,"mech, brown needles",5876,50,NA,98,"RIRO",NA,NA,NA,16
16,"random",5,62.2,13.8,"N","DEPO",0,0,0,0,"flaglets, thin canopy, pitch on FS",5876,50,NA,97,"RIRO",NA,NA,NA,16
16,"random",6,0,13.8,"N","N",0,0,0,0,"brown needles",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",7,0,13.8,"N","N",0,0,0,0,"brown needles",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",8,0,13.8,"N","N",0,0,0,0,"brown needles",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",9,0,13.8,"N","N",0,0,0,0,"brown needles - suppression",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",10,0,13.8,"N","N",0,0,0,0,"brown needles",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",11,0,13.8,"N","N",0,0,0,0,"2 leaders, WF, brown needles, suppression",5876,50,NA,97,"RIRO",NA,NA,NA,16
16,"random",12,0,13.8,"N","N",0,0,0,0,"brown needles, suppression",5876,50,NA,98,"RIRO",NA,NA,NA,16
16,"random",13,0,13.8,"N","N",0,0,0,0,"brown needles",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",14,0,13.8,"N","N",0,0,0,0,"mech",5876,50,NA,97,"RIRO",NA,NA,NA,16
16,"random",15,0,13.8,"N","N",0,0,0,0,"mech, lean",5876,50,NA,97,"RIRO",NA,NA,NA,16
16,"random",16,0,13.8,"N","N",0,0,0,0,"mech",5876,50,NA,97,"RIRO",NA,NA,NA,16
16,"random",17,0,13.8,"N","N",0,0,0,0,"mech",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",18,0,13.8,"N","N",0,0,0,0,"brown needles",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",19,0,13.8,"N","N",0,0,0,0,"mech",5876,50,NA,99,"RIRO",NA,NA,NA,16
16,"random",20,0,13.8,"N","N",0,0,0,0,"brown needles",5876,50,NA,98,"RIRO",NA,NA,NA,16
